Name,Full Name,Age,Height,Nationality,Overall,Potential,First Name,Last Name
Dani Romera,Dani Romera,22,173.0,Spain,67,75,Dani,Romera
D. Mesenhöler,Daniel Mesenhöler,22,188.0,Germany,67,75,Daniel,Mesenhöler
D. Lamkel Zé,Didier Lamkel Zé,21,193.0,Cameroon,67,75,Didier,Lamkel Zé
F. Holthaus,Fabian Holthaus,23,180.0,Germany,67,75,Fabian,Holthaus
F. Centonze,Fabien Centonze,22,183.0,France,67,75,Fabien,Centonze
F. Onyedinma,Fred Onyedinma,21,185.0,Nigeria,67,75,Fred,Onyedinma
G. Moncini,Gabriele Moncini,22,183.0,Italy,67,75,Gabriele,Moncini
G. Arteaga,Gerardo Arteaga,19,175.0,Mexico,67,75,Gerardo,Arteaga
G. Kamara,Glen Kamara,22,183.0,Finland,67,75,Glen,Kamara
H. Stengel,Herman Sørby Stengel,22,180.0,Norway,67,75,Herman,Sørby Stengel
Iban Salvador,Iban Salvador,22,173.0,Equatorial Guinea,67,75,Iban,Salvador
I. Groothuizen,Indy Groothuizen,21,190.0,Netherlands,67,75,Indy,Groothuizen
I. Ochoa,Iván Ochoa,21,183.0,Mexico,67,75,Iván,Ochoa
J. Cummings,Jason Cummings,22,178.0,Scotland,67,75,Jason,Cummings
J. McCarthy,Jason McCarthy,22,185.0,England,67,75,Jason,McCarthy
J. Martinez,Jimmy Martinez,21,175.0,Chile,67,75,Jimmy,Martinez
Josema,Josema,22,183.0,Spain,67,75,Josema,-
J. Andrada,Juan Andrada,23,183.0,Argentina,67,75,Juan,Andrada
J. Roa,Juan Camilo Roa,23,178.0,Colombia,67,75,Juan,Camilo Roa
J. Fernández,Julián Fernández,23,178.0,Argentina,67,75,Julián,Fernández
J. Vachoux,Jérémy Vachoux,23,183.0,France,67,75,Jérémy,Vachoux
Lazo,Lazo,22,178.0,Spain,67,75,Lazo,-
L. Maciel,Leandro Maciel,22,178.0,Argentina,67,75,Leandro,Maciel
L. Heredia,Leonardo Heredia,21,185.0,Argentina,67,75,Leonardo,Heredia
L. Rolón,Leonardo Rolón,23,170.0,Argentina,67,75,Leonardo,Rolón
L. Menalo,Luka Menalo,21,180.0,Bosnia Herzegovina,67,75,Luka,Menalo
M. Pinato,Marco Pinato,23,175.0,Italy,67,75,Marco,Pinato
Matheus Índio,Matheus Índio,22,170.0,Brazil,67,75,Matheus,Índio
M. Bader,Matthias Bader,21,175.0,Germany,67,75,Matthias,Bader
M. Zaccagni,Mattia Zaccagni,23,178.0,Italy,67,75,Mattia,Zaccagni
M. Zetterer,Michael Zetterer,22,188.0,Germany,67,75,Michael,Zetterer
M. Njie,Moussa Jailani Njie,22,185.0,Norway,67,75,Moussa,Jailani Njie
N. Aguerd,Nayef Aguerd,22,188.0,Morocco,67,75,Nayef,Aguerd
O. Mihálik,Ondřej Mihálik,21,188.0,Czech Republic,67,75,Ondřej,Mihálik
Pipa,Pipa,20,175.0,Spain,67,75,Pipa,-
R. Framberger,Raphael Framberger,22,178.0,Germany,67,75,Raphael,Framberger
R. Matthews,Remi Matthews,24,183.0,England,67,75,Remi,Matthews
R. Preißinger,Rico Preißinger,21,185.0,Germany,67,75,Rico,Preißinger
Rodri Tarín,Rodri Tarín,21,183.0,Spain,67,75,Rodri,Tarín
R. Manning,Ryan Manning,22,173.0,Republic of Ireland,67,75,Ryan,Manning
S. Lobjanidze,Saba Lobjanidze,23,175.0,Georgia,67,75,Saba,Lobjanidze
S. Goss,Sean Goss,22,178.0,Germany,67,75,Sean,Goss
T. Fosu,Tariqe Fosu,22,170.0,England,67,75,Tariqe,Fosu
T. Casasola,Tiago Casasola,22,188.0,Argentina,67,75,Tiago,Casasola
T. Loska,Tomasz Loska,22,188.0,Poland,67,75,Tomasz,Loska
T. Pochettino,Tomás Pochettino,22,178.0,Argentina,67,75,Tomás,Pochettino
V. Hoff,Vebjørn Hoff,22,180.0,Norway,67,75,Vebjørn,Hoff
W. Pacheco,Walmer Pacheco,23,173.0,Colombia,67,75,Walmer,Pacheco
Zubiaurre,Zubiaurre,21,188.0,Spain,67,75,Zubiaurre,-
A. Mozo,Alan Mozo,21,173.0,Mexico,67,74,Alan,Mozo
A. Gilbey,Alex Gilbey,23,183.0,England,67,74,Alex,Gilbey
A. Zapata,Alexis Zapata,23,175.0,Colombia,67,74,Alexis,Zapata
A. Bell,Amari'i Bell,24,180.0,England,67,74,Amari'i,Bell
A. Vindheim,Andreas Vindheim,22,183.0,Norway,67,74,Andreas,Vindheim
A. Blondell,Anthony Blondell,24,185.0,Venezuela,67,74,Anthony,Blondell
A. Nkaka,Aristote Nkaka,22,180.0,Belgium,67,74,Aristote,Nkaka
A. Fletcher,Ashley Fletcher,22,188.0,England,67,74,Ashley,Fletcher
B. Thompson,Ben Thompson,22,170.0,England,67,74,Ben,Thompson
B. Djimsiti,Berat Djimsiti,25,190.0,Albania,67,74,Berat,Djimsiti
B. Edomwonyi,Bright Edomwonyi,23,183.0,Nigeria,67,74,Bright,Edomwonyi
C. Verdonk,Calvin Verdonk,21,175.0,Netherlands,67,74,Calvin,Verdonk
Curro Sánchez,Curro Sánchez,22,175.0,Spain,67,74,Curro,Sánchez
D. Furlong,Darnell Furlong,22,180.0,England,67,74,Darnell,Furlong
D. Quiñónes,Déinner Quiñónes,22,173.0,Colombia,67,74,Déinner,Quiñónes
E. Grezda,Eros Grezda,23,183.0,Albania,67,74,Eros,Grezda
F. Manzano,Fabián Manzano,24,173.0,Chile,67,74,Fabián,Manzano
F. Bravo,Federico Bravo,24,185.0,Argentina,67,74,Federico,Bravo
F. Ayé,Florian Ayé,21,183.0,France,67,74,Florian,Ayé
F. Escobar,Franco Escobar,23,183.0,Argentina,67,74,Franco,Escobar
G. Navarrete,Gerardo Navarrete,23,175.0,Chile,67,74,Gerardo,Navarrete
G. Masouras,Giannis Masouras,21,180.0,Greece,67,74,Giannis,Masouras
H. Çinemre,Hakan Çinemre,24,183.0,Turkey,67,74,Hakan,Çinemre
Hwang Ki Wook,Hwang Ki Wook,22,185.0,Korea Republic,67,74,Hwang,Ki Wook
J. Hendry,Jack Hendry,23,193.0,Scotland,67,74,Jack,Hendry
J. Forster-Caskey,Jake Forster-Caskey,24,178.0,England,67,74,Jake,Forster-Caskey
J. Wilson,James Wilson,22,183.0,England,67,74,James,Wilson
Jang Yun Ho,Jang Yun Ho,21,178.0,Korea Republic,67,74,Jang,Yun Ho
J. Bager,Jonas Bager,21,183.0,Denmark,67,74,Jonas,Bager
J. Moore-Taylor,Jordan Moore-Taylor,24,178.0,England,67,74,Jordan,Moore-Taylor
J. Bizama,José Bizama,24,178.0,Chile,67,74,José,Bizama
K. Broll,Kevin Broll,22,185.0,Germany,67,74,Kevin,Broll
K. Anzai,Koki Anzai,23,173.0,Japan,67,74,Koki,Anzai
K. Kitagawa,Koya Kitagawa,21,180.0,Japan,67,74,Koya,Kitagawa
L. Rosseti,Lorenzo Valerio Rosseti,23,183.0,Italy,67,74,Lorenzo,Valerio Rosseti
L. Zander,Luca Zander,22,183.0,Germany,67,74,Luca,Zander
L. Caicedo,Luis Alberto Caicedo,22,173.0,Colombia,67,74,Luis,Alberto Caicedo
L. Boeder,Lukas Boeder,21,183.0,Germany,67,74,Lukas,Boeder
M. A.MAZEED,MUNEER A.MAZEED,26,178.0,Qatar,67,74,MUNEER,A.MAZEED
M. Perrotta,Marco Perrotta,24,185.0,Italy,67,74,Marco,Perrotta
M. El Hankouri,Mo El Hankouri,21,175.0,Morocco,67,74,Mo,El Hankouri
N. Stefanelli,Nicolás Stefanelli,24,165.0,Argentina,67,74,Nicolás,Stefanelli
O. Andrievskyi,Oleksandr Andrievskyi,24,178.0,Ukraine,67,74,Oleksandr,Andrievskyi
Paulo Henrique,Paulo Henrique,20,170.0,Brazil,67,74,Paulo,Henrique
P. Förster,Philipp Förster,23,188.0,Germany,67,74,Philipp,Förster
R. Rubin,Rubio Rubin,22,180.0,United States,67,74,Rubio,Rubin
S. Pasa,Simone Pasa,24,183.0,Italy,67,74,Simone,Pasa
S. Marreh,Sulayman Marreh,22,183.0,Gambia,67,74,Sulayman,Marreh
T. Grøgaard,Thomas Grøgaard,24,180.0,Norway,67,74,Thomas,Grøgaard
Varela,Varela,23,175.0,Spain,67,74,Varela,-
Yago,Yago,22,178.0,Brazil,67,74,Yago,-
Y. Regäsel,Yanni Regäsel,22,175.0,Germany,67,74,Yanni,Regäsel
Y. Ramadani,Ylber Ramadani,22,185.0,Albania,67,74,Ylber,Ramadani
Y. Nakayama,Yuta Nakayama,21,180.0,Japan,67,74,Yuta,Nakayama
Zhang Yuning,Zhang Yuning,21,183.0,China PR,67,74,Zhang,Yuning
A. Lundqvist,Adam Lundqvist,24,175.0,Sweden,67,73,Adam,Lundqvist
A. Arellano,Aldo Arellano,23,175.0,Mexico,67,73,Aldo,Arellano
A. Maxsø,Andreas Maxsø,24,193.0,Denmark,67,73,Andreas,Maxsø
B. San Juan,Bastián San Juan,24,178.0,Chile,67,73,Bastián,San Juan
Bernabé,Bernabé,25,188.0,Spain,67,73,Bernabé,-
B. Borrello,Brandon Borrello,22,178.0,Australia,67,73,Brandon,Borrello
B. Hines-Ike,Brendan Hines-Ike,23,185.0,United States,67,73,Brendan,Hines-Ike
Caro,Caro,24,193.0,Spain,67,73,Caro,-
Castro,Castro,23,175.0,Spain,67,73,Castro,-
Catena,Catena,23,193.0,Spain,67,73,Catena,-
C. Philipps,Chris Philipps,24,183.0,Luxembourg,67,73,Chris,Philipps
C. Albanis,Christos Albanis,23,183.0,Greece,67,73,Christos,Albanis
C. Colmán,Cristian Colmán,24,183.0,Paraguay,67,73,Cristian,Colmán
C. Dell'Orco,Cristian Dell'Orco,24,183.0,Italy,67,73,Cristian,Dell'Orco
C. Brunner,Cédric Brunner,24,180.0,Switzerland,67,73,Cédric,Brunner
D. Milinković,David Milinković,24,178.0,France,67,73,David,Milinković
Fali,Fali,24,185.0,Spain,67,73,Fali,-
F. Carvalho,Felipe Carvalho,24,188.0,Uruguay,67,73,Felipe,Carvalho
F. Escobar,Fidel Escobar,23,180.0,Panama,67,73,Fidel,Escobar
G. Donyoh,Godsway Donyoh,23,178.0,Ghana,67,73,Godsway,Donyoh
H. ISMAEIL,H. ISMAEIL,32,178.0,Qatar,67,73,H.,ISMAEIL
H. Belkebla,Haris Belkebla,24,178.0,Algeria,67,73,Haris,Belkebla
I. Mhirsi,Idriss Mhirsi,24,178.0,Tunisia,67,73,Idriss,Mhirsi
J. Nerwinski,Jakob Nerwinski,23,183.0,United States,67,73,Jakob,Nerwinski
J. Kubicki,Jarosław Kubicki,22,178.0,Poland,67,73,Jarosław,Kubicki
J. Nyholm,Jesper Nyholm,24,183.0,Sweden,67,73,Jesper,Nyholm
J. Murillo,Jesús Murillo,24,183.0,Colombia,67,73,Jesús,Murillo
J. Cádiz,Jhonder Cádiz,22,190.0,Venezuela,67,73,Jhonder,Cádiz
J. Valencia,Joel Valencia,23,165.0,Ecuador,67,73,Joel,Valencia
J. Föhrenbach,Jonas Föhrenbach,22,183.0,Germany,67,73,Jonas,Föhrenbach
J. Nietfeld,Jonas Nietfeld,24,185.0,Germany,67,73,Jonas,Nietfeld
J. Radošević,Josip Radošević,24,180.0,Croatia,67,73,Josip,Radošević
J. Shonga,Justin Shonga,21,178.0,Zambia,67,73,Justin,Shonga
L. Dvali,Lasha Dvali,23,190.0,Georgia,67,73,Lasha,Dvali
L. Comas,Lautaro Comas,23,173.0,Argentina,67,73,Lautaro,Comas
L. Povea,Leonardo Povea,24,175.0,Chile,67,73,Leonardo,Povea
L. Schweers,Lion Schweers,22,188.0,Germany,67,73,Lion,Schweers
L. Cháves,Lucas Cháves,22,178.0,Argentina,67,73,Lucas,Cháves
L. Mago,Luis Mago,23,183.0,Venezuela,67,73,Luis,Mago
L. Orejuela,Luis Orejuela,22,180.0,Colombia,67,73,Luis,Orejuela
M. Schmerböck,Marc Andre Schmerböck,24,180.0,Austria,67,73,Marc,Andre Schmerböck
M. Poletanović,Marko Poletanović,24,188.0,Serbia,67,73,Marko,Poletanović
M. Schwäbe,Marvin Schwäbe,23,188.0,Germany,67,73,Marvin,Schwäbe
M. Grimes,Matt Grimes,22,178.0,England,67,73,Matt,Grimes
M. Koch,Menno Koch,23,196.0,Netherlands,67,73,Menno,Koch
M. Sarr,Mouhamadou-Naby Sarr,24,196.0,France,67,73,Mouhamadou-Naby,Sarr
N. Solís,Nazareno Solís,24,170.0,Argentina,67,73,Nazareno,Solís
Park Dong Jin,Park Dong Jin,23,183.0,Korea Republic,67,73,Park,Dong Jin
P. Lipski,Patryk Lipski,24,185.0,Poland,67,73,Patryk,Lipski
P. Zinckernagel,Philip Zinckernagel,23,175.0,Denmark,67,73,Philip,Zinckernagel
P. Klewin,Philipp Klewin,24,193.0,Germany,67,73,Philipp,Klewin
Pol García,Pol García,23,183.0,Spain,67,73,Pol,García
R. Colclough,Ryan Colclough,23,183.0,England,67,73,Ryan,Colclough
Samu,Samu,22,170.0,Portugal,67,73,Samu,-
S. Raggett,Sean Raggett,24,196.0,England,67,73,Sean,Raggett
S. Becker,Sheraldo Becker,23,180.0,Netherlands,67,73,Sheraldo,Becker
S. Diarra,Souleymane Diarra,23,173.0,Mali,67,73,Souleymane,Diarra
S. Kaikai,Sullay Kaikai,22,183.0,England,67,73,Sullay,Kaikai
T. Boss,Tim Boss,25,185.0,Germany,67,73,Tim,Boss
T. Miller,Tyler Miller,25,193.0,United States,67,73,Tyler,Miller
U. Rivas,Ulises Rivas,22,178.0,Mexico,67,73,Ulises,Rivas
V. Luchkevych,Valeriy Luchkevych,22,178.0,Ukraine,67,73,Valeriy,Luchkevych
V. Yurchenko,Vladlen Yurchenko,24,180.0,Ukraine,67,73,Vladlen,Yurchenko
W. Cartagena,Wilder Cartagena,23,180.0,Peru,67,73,Wilder,Cartagena
Y. Coulibaly,Yacouba Coulibaly,23,175.0,Burkina Faso,67,73,Yacouba,Coulibaly
L. Wolsztyński,Łukasz Wolsztyński,23,183.0,Poland,67,73,Łukasz,Wolsztyński
A. Coșelev,-,24,201.0,Moldova,67,72,-,-
A. MOUSTAFA,A. MOUSTAFA,21,168.0,Qatar,67,72,A.,MOUSTAFA
A. Al Hafith,Abdullah Al Hafith,25,185.0,Saudi Arabia,67,72,Abdullah,Al Hafith
A. Davies,Adam Davies,25,190.0,Wales,67,72,Adam,Davies
Akieme,Akieme,20,175.0,Spain,67,72,Akieme,-
A. Ribera,Alexis Ribera,22,175.0,Bolivia,67,72,Alexis,Ribera
A. Gasbarro,Andrea Gasbarro,23,183.0,Italy,67,72,Andrea,Gasbarro
A. D'Alberto,Anthony D'Alberto,23,178.0,Belgium,67,72,Anthony,D'Alberto
B. HISHAM,BASSAM HISHAM,21,175.0,Qatar,67,72,BASSAM,HISHAM
B. Smith,Brad Smith,24,178.0,Australia,67,72,Brad,Smith
B. De Alba,Brayner De Alba,25,168.0,Colombia,67,72,Brayner,De Alba
B. Galloway,Brendan Galloway,22,185.0,England,67,72,Brendan,Galloway
B. Vides,Bruno Vides,25,178.0,Argentina,67,72,Bruno,Vides
Buatu,Buatu,24,188.0,Angola,67,72,Buatu,-
C. Martschinko,Christoph Martschinko,24,175.0,Austria,67,72,Christoph,Martschinko
C. Sepúlveda,Claudio Sepúlveda,26,175.0,Chile,67,72,Claudio,Sepúlveda
C. Hountondji,Cédric Hountondji,24,196.0,Benin,67,72,Cédric,Hountondji
Dani Ojeda,Dani Ojeda,23,180.0,Spain,67,72,Dani,Ojeda
D. Bamba,Daouda Karamoko Bamba,23,183.0,Ivory Coast,67,72,Daouda,Karamoko Bamba
D. Del Fabro,Dario Del Fabro,23,188.0,Italy,67,72,Dario,Del Fabro
D. Goutas,Dimitrios Goutas,24,188.0,Greece,67,72,Dimitrios,Goutas
D. Efremov,Dmitriy Efremov,23,180.0,Russia,67,72,Dmitriy,Efremov
E. Lieftink,Elmo Lieftink,24,185.0,Netherlands,67,72,Elmo,Lieftink
E. Acolatse,Elton Acolatse,22,180.0,Netherlands,67,72,Elton,Acolatse
E. Kılınç,Emre Kılınç,23,175.0,Turkey,67,72,Emre,Kılınç
E. Zejnullahu,Eroll Zejnullahu,23,178.0,Kosovo,67,72,Eroll,Zejnullahu
Fernando Andrade,Fernando Andrade,25,183.0,Brazil,67,72,Fernando,Andrade
G. Iñíguez,Gaspar Iñíguez,24,173.0,Argentina,67,72,Gaspar,Iñíguez
G. Long,George Long,24,193.0,England,67,72,George,Long
G. Trauner,Gernot Trauner,26,183.0,Austria,67,72,Gernot,Trauner
G. Di Chiara,Gianluca Di Chiara,24,185.0,Italy,67,72,Gianluca,Di Chiara
G. Hernández,Giovani Hernández,25,173.0,Mexico,67,72,Giovani,Hernández
G. Gotti,Gustavo Gotti,24,180.0,Argentina,67,72,Gustavo,Gotti
H. Elhouni,Hamdou Elhouni,24,175.0,Libya,67,72,Hamdou,Elhouni
Jairo Morillas,Jairo Morillas,24,185.0,Spain,67,72,Jairo,Morillas
J. Alnwick,Jak Alnwick,25,188.0,England,67,72,Jak,Alnwick
J. Nikolaou,Jannis Nikolaou,24,183.0,Germany,67,72,Jannis,Nikolaou
J. Cascante,Julio Cascante,24,188.0,Costa Rica,67,72,Julio,Cascante
K. Matsubara,Ken Matsubara,25,180.0,Japan,67,72,Ken,Matsubara
Ko Seung Beom,Ko Seung Beom,24,175.0,Korea Republic,67,72,Ko,Seung Beom
L. Parunashvili,Lasha Parunashvili,25,180.0,Georgia,67,72,Lasha,Parunashvili
L. Ayçiçek,Levent Ayçiçek,24,170.0,Germany,67,72,Levent,Ayçiçek
Luan Peres,Luan Peres,23,190.0,Brazil,67,72,Luan,Peres
L. Cárdenas,Luis Cárdenas,24,183.0,Mexico,67,72,Luis,Cárdenas
Marcelo Djaló,Marcelo Djaló,24,193.0,Spain,67,72,Marcelo,Djaló
M. Busch,Marnon Busch,23,183.0,Germany,67,72,Marnon,Busch
M. Polster,Matt Polster,25,183.0,United States,67,72,Matt,Polster
M. Bani,Mattia Bani,24,188.0,Italy,67,72,Mattia,Bani
M. Power,Max Power,24,180.0,England,67,72,Max,Power
M. Helik,Michał Helik,22,190.0,Poland,67,72,Michał,Helik
M. Al Kuwaykibi,Mohammed Al Kuwaykibi,23,168.0,Saudi Arabia,67,72,Mohammed,Al Kuwaykibi
M. El Allouchi,Mounir El Allouchi,23,173.0,Morocco,67,72,Mounir,El Allouchi
Nadjack,Nadjack,24,183.0,Guinea Bissau,67,72,Nadjack,-
N. Mitrović,Nemanja Mitrović,25,193.0,Slovenia,67,72,Nemanja,Mitrović
Neris,Neris,26,190.0,Brazil,67,72,Neris,-
N. Lozano,Neyder Lozano,24,185.0,Colombia,67,72,Neyder,Lozano
N. Lomb,Niklas Lomb,24,188.0,Germany,67,72,Niklas,Lomb
P. Izzo,Paul Izzo,23,183.0,Australia,67,72,Paul,Izzo
R. Vloet,Rai Vloet,23,188.0,Netherlands,67,72,Rai,Vloet
R. Williams,Ronwen Williams,26,183.0,South Africa,67,72,Ronwen,Williams
Rubén Yáñez,Rubén Yáñez,24,190.0,Spain,67,72,Rubén,Yáñez
S. Leuko,Serge Leuko,24,175.0,Cameroon,67,72,Serge,Leuko
S. Ganz,Simone Andrea Ganz,24,175.0,Italy,67,72,Simone,Andrea Ganz
T. Sekine,Takahiro Sekine,23,168.0,Japan,67,72,Takahiro,Sekine
T. Nara,Tatsuki Nara,24,180.0,Japan,67,72,Tatsuki,Nara
T. Deng,Thomas Deng,21,183.0,Australia,67,72,Thomas,Deng
T. Dierckx,Tuur Dierckx,23,170.0,Belgium,67,72,Tuur,Dierckx
T. Ebuehi,Tyronne Ebuehi,22,188.0,Nigeria,67,72,Tyronne,Ebuehi
Y. Meité,Yakou Meité,22,183.0,Ivory Coast,67,72,Yakou,Meité
A. Oshilaja,Adedeji Oshilaja,25,180.0,England,67,71,Adedeji,Oshilaja
A. Mendoza,Alan Mendoza,24,173.0,Mexico,67,71,Alan,Mendoza
A. Radovanović,Aleksandar Radovanović,24,188.0,Serbia,67,71,Aleksandar,Radovanović
A. Woodyard,Alex Woodyard,25,175.0,England,67,71,Alex,Woodyard
A. Koura,Anthony Koura,25,173.0,Burkina Faso,67,71,Anthony,Koura
A. Ajeti,Arlind Ajeti,24,183.0,Albania,67,71,Arlind,Ajeti
A. El Kaabi,Ayoub El Kaabi,25,183.0,Morocco,67,71,Ayoub,El Kaabi
B. Koïta,Bachibou Koïta,24,180.0,Niger,67,71,Bachibou,Koïta
C. Robles,Carlos Robles,26,170.0,Colombia,67,71,Carlos,Robles
Choi Jae Hyeon,Choi Jae Hyeon,24,183.0,Korea Republic,67,71,Choi,Jae Hyeon
C. Gartner,Christian Gartner,24,180.0,Austria,67,71,Christian,Gartner
C. Mafla,Christian Mafla,25,175.0,Colombia,67,71,Christian,Mafla
C. Remmer,Christoffer Remmer,25,183.0,Denmark,67,71,Christoffer,Remmer
Claude Gonçalves,Claude Gonçalves,24,175.0,Portugal,67,71,Claude,Gonçalves
Cleylton,Cleylton,25,190.0,Brazil,67,71,Cleylton,-
C. Townsend,Conor Townsend,25,183.0,England,67,71,Conor,Townsend
C. Flórez,Cristian Flórez,23,180.0,Colombia,67,71,Cristian,Flórez
D. Vicencio,Daniel Vicencio,25,178.0,Chile,67,71,Daniel,Vicencio
D. Marsura,Davide Marsura,24,188.0,Italy,67,71,Davide,Marsura
D. Srbeny,Dennis Srbeny,24,190.0,Germany,67,71,Dennis,Srbeny
Derik,Derik,25,183.0,Spain,67,71,Derik,-
D. Kolovos,Dimitrios Kolovos,25,183.0,Greece,67,71,Dimitrios,Kolovos
D. Iorfa,Dominic Iorfa,23,193.0,England,67,71,Dominic,Iorfa
Eddy Silvestre,Eddy Silvestre,25,190.0,Azerbaijan,67,71,Eddy,Silvestre
Elgezabal,Elgezabal,25,185.0,Spain,67,71,Elgezabal,-
F. Raičević,Filip Raičević,24,188.0,Montenegro,67,71,Filip,Raičević
H. Sacko,Hadi Sacko,24,183.0,Mali,67,71,Hadi,Sacko
J. Salas,Javier Salas,24,183.0,Mexico,67,71,Javier,Salas
J. Billong,Jean-Claude Billong,24,193.0,France,67,71,Jean-Claude,Billong
J. Flanagan,Jon Flanagan,25,180.0,England,67,71,Jon,Flanagan
J. Ligali,Jonathan Ligali,27,183.0,France,67,71,Jonathan,Ligali
João Carlos,João Carlos,23,188.0,Brazil,67,71,João,Carlos
J. Zuluaga,Juan Zuluaga,25,175.0,Colombia,67,71,Juan,Zuluaga
J. von Haacke,Julian von Haacke,24,180.0,Germany,67,71,Julian,von Haacke
K. Larsen,Kasper Larsen,25,190.0,Denmark,67,71,Kasper,Larsen
Kwon Kyung Won,Kwon Kyung Won,26,188.0,Korea Republic,67,71,Kwon,Kyung Won
L. Azouni,Larry Azouni,24,175.0,Tunisia,67,71,Larry,Azouni
L. Abergel,Laurent Abergel,25,173.0,France,67,71,Laurent,Abergel
Lee Jong Sung,Lee Jong Sung,25,188.0,Korea Republic,67,71,Lee,Jong Sung
L. López,Leonel López,24,175.0,Mexico,67,71,Leonel,López
L. Bostyn,Louis Bostyn,24,196.0,Belgium,67,71,Louis,Bostyn
L. Kassi,Luc Kassi,23,178.0,Ivory Coast,67,71,Luc,Kassi
L. Garbutt,Luke Garbutt,25,178.0,England,67,71,Luke,Garbutt
M. James,Manjrekar James,24,190.0,Canada,67,71,Manjrekar,James
M. Bjørnbak,Martin Bjørnbak,26,193.0,Norway,67,71,Martin,Bjørnbak
M. Kobylański,Martin Kobylański,24,178.0,Poland,67,71,Martin,Kobylański
M. Zúñiga,Martín Zúñiga,25,183.0,Mexico,67,71,Martín,Zúñiga
M. Pučko,Matej Pučko,24,175.0,Slovenia,67,71,Matej,Pučko
M. Szwoch,Mateusz Szwoch,25,173.0,Poland,67,71,Mateusz,Szwoch
M. Campos,Matías Campos,24,178.0,Chile,67,71,Matías,Campos
M. Bokadi,Merveille Bokadi,26,185.0,DR Congo,67,71,Merveille,Bokadi
Miguel Oliveira,Miguel Oliveira,24,196.0,Portugal,67,71,Miguel,Oliveira
M. Al Fatil,Mohammed Al Fatil,26,178.0,Saudi Arabia,67,71,Mohammed,Al Fatil
N. Hagglund,Nick Hagglund,25,185.0,United States,67,71,Nick,Hagglund
N. Poulsen,Nicolai Poulsen,24,175.0,Denmark,67,71,Nicolai,Poulsen
Rufo,Rufo,25,175.0,Spain,67,71,Rufo,-
S. Ngom,Santy Ngom,25,180.0,Senegal,67,71,Santy,Ngom
S. Muroya,Sei Muroya,24,175.0,Japan,67,71,Sei,Muroya
S. Guri,Sindrit Guri,24,188.0,Albania,67,71,Sindrit,Guri
S. Moreo,Stefano Moreo,25,190.0,Italy,67,71,Stefano,Moreo
T. Haye,Thom Haye,23,178.0,Netherlands,67,71,Thom,Haye
V. Vermeij,Vincent Vermeij,23,196.0,Netherlands,67,71,Vincent,Vermeij
Yu Rui,Yu Rui,25,185.0,China PR,67,71,Yu,Rui
A. Ba,Abdoul Ba,24,201.0,Mauritania,67,70,Abdoul,Ba
A. Tembeng,Abenego Tembeng,26,188.0,Cameroon,67,70,Abenego,Tembeng
A. Czerwiński,Alan Czerwiński,25,180.0,Poland,67,70,Alan,Czerwiński
Alan Schons,Alan Schons,25,180.0,Brazil,67,70,Alan,Schons
A. Sedlar,Aleksandar Sedlar,26,178.0,Serbia,67,70,Aleksandar,Sedlar
A. Martinelli,Alessandro Martinelli,25,175.0,Switzerland,67,70,Alessandro,Martinelli
A. Stephens,Alfredo Stephens,23,178.0,Panama,67,70,Alfredo,Stephens
A. Dej,André Dej,26,175.0,Poland,67,70,André,Dej
A. Saroka,Anton Saroka,26,188.0,Belarus,67,70,Anton,Saroka
B. Sankoh,Baïssama Sankoh,26,180.0,Guinea,67,70,Baïssama,Sankoh
B. Vătăjelu,Bogdan Vătăjelu,25,170.0,Romania,67,70,Bogdan,Vătăjelu
B. Godeau,Bruno Godeau,26,190.0,Belgium,67,70,Bruno,Godeau
C. Songkrasin,Chanathip Songkrasin,24,157.0,Thailand,67,70,Chanathip,Songkrasin
C. Wyke,Charlie Wyke,25,185.0,England,67,70,Charlie,Wyke
C. Monschein,Christoph Monschein,25,178.0,Austria,67,70,Christoph,Monschein
David Bruno,David Bruno,26,175.0,Portugal,67,70,David,Bruno
D. Agazzi,Davide Agazzi,25,173.0,Italy,67,70,Davide,Agazzi
E. Assifuah,Ebenezer Assifuah,24,173.0,Ghana,67,70,Ebenezer,Assifuah
E. Brítez,Emanuel Brítez,26,180.0,Argentina,67,70,Emanuel,Brítez
E. Suagher,Emanuele Suagher,25,193.0,Italy,67,70,Emanuele,Suagher
E. Fryers,Ezekiel Fryers,25,183.0,England,67,70,Ezekiel,Fryers
F. Lewis,Fernando Lewis,25,180.0,Netherlands,67,70,Fernando,Lewis
F. N'Goma,Ferris N'Goma,25,175.0,France,67,70,Ferris,N'Goma
F. Tardieu,Florian Tardieu,26,178.0,France,67,70,Florian,Tardieu
F. Valot,Florian Valot,25,175.0,France,67,70,Florian,Valot
F. Ulvestad,Fredrik Ulvestad,26,183.0,Norway,67,70,Fredrik,Ulvestad
G. Tello,Gary Tello,25,170.0,Chile,67,70,Gary,Tello
G. Baldock,George Baldock,25,175.0,England,67,70,George,Baldock
G. Edwards,Gwion Edwards,25,175.0,Wales,67,70,Gwion,Edwards
H. Rivera,Harold Rivera,24,175.0,Colombia,67,70,Harold,Rivera
H. Shala,Herolind Shala,26,178.0,Norway,67,70,Herolind,Shala
Jairo,Jairo,24,165.0,Spain,67,70,Jairo,-
J. Jeggo,James Jeggo,26,178.0,Australia,67,70,James,Jeggo
J. Hopcutt,Jamie Hopcutt,26,180.0,England,67,70,Jamie,Hopcutt
